catalog_id,tif,minxy,maxxy
105001000B920900,3020012.tif,"(-95.44921875, 29.619140625)","(-95.361328125, 29.70703125)"
105001000B920900,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
105001000B920900,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
105001000B920900,3020211.tif,"(-95.361328125, 29.8828125)","(-95.2734375, 29.970703125)"
105001000B920900,3020032.tif,"(-95.44921875, 29.794921875)","(-95.361328125, 29.8828125)"
105001000B920900,3020231.tif,"(-95.361328125, 30.05859375)","(-95.2734375, 30.146484375)"
105001000B920900,3020210.tif,"(-95.44921875, 29.8828125)","(-95.361328125, 29.970703125)"
105001000B920900,3020302.tif,"(-95.2734375, 29.970703125)","(-95.185546875, 30.05859375)"
105001000B920900,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)"
105001000B920900,3020320.tif,"(-95.2734375, 30.05859375)","(-95.185546875, 30.146484375)"
105001000B920900,3020232.tif,"(-95.44921875, 30.146484375)","(-95.361328125, 30.234375)"
105001000B920900,3020300.tif,"(-95.2734375, 29.8828125)","(-95.185546875, 29.970703125)"
105001000B920900,3020033.tif,"(-95.361328125, 29.794921875)","(-95.2734375, 29.8828125)"
105001000B920900,3020212.tif,"(-95.44921875, 29.970703125)","(-95.361328125, 30.05859375)"
105001000B920900,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
105001000B920900,3020322.tif,"(-95.2734375, 30.146484375)","(-95.185546875, 30.234375)"
105001000B920900,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
105001000B920900,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
105001000B920900,3020233.tif,"(-95.361328125, 30.146484375)","(-95.2734375, 30.234375)"
1020010065DCD300,3020112.tif,"(-95.09765625, 29.619140625)","(-95.009765625, 29.70703125)"
1020010065DCD300,3002213.tif,"(-95.361328125, 29.267578125)","(-95.2734375, 29.35546875)"
1020010065DCD300,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)"
1020010065DCD300,3002302.tif,"(-95.2734375, 29.267578125)","(-95.185546875, 29.35546875)"
1020010065DCD300,3002122.tif,"(-95.2734375, 29.091796875)","(-95.185546875, 29.1796875)"
1020010065DCD300,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)"
1020010065DCD300,3002300.tif,"(-95.2734375, 29.1796875)","(-95.185546875, 29.267578125)"
1020010065DCD300,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
1020010065DCD300,3002301.tif,"(-95.185546875, 29.1796875)","(-95.09765625, 29.267578125)"
1020010065DCD300,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
1020010065DCD300,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)"
1020010065DCD300,3002310.tif,"(-95.09765625, 29.1796875)","(-95.009765625, 29.267578125)"
1020010065DCD300,3002332.tif,"(-95.09765625, 29.443359375)","(-95.009765625, 29.53125)"
1020010065DCD300,3002123.tif,"(-95.185546875, 29.091796875)","(-95.09765625, 29.1796875)"
1020010065DCD300,3002320.tif,"(-95.2734375, 29.35546875)","(-95.185546875, 29.443359375)"
1020010065DCD300,3002330.tif,"(-95.09765625, 29.35546875)","(-95.009765625, 29.443359375)"
1020010065DCD300,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)"
1020010065DCD300,3002312.tif,"(-95.09765625, 29.267578125)","(-95.009765625, 29.35546875)"
1020010065DCD300,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)"
1020010065DCD300,3002303.tif,"(-95.185546875, 29.267578125)","(-95.09765625, 29.35546875)"
1020010065DCD300,3002033.tif,"(-95.361328125, 29.091796875)","(-95.2734375, 29.1796875)"
1020010065DCD300,3002322.tif,"(-95.2734375, 29.443359375)","(-95.185546875, 29.53125)"
1020010065DCD300,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
1020010065DCD300,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
1020010065DCD300,3020130.tif,"(-95.09765625, 29.70703125)","(-95.009765625, 29.794921875)"
1020010065DCD300,3002211.tif,"(-95.361328125, 29.1796875)","(-95.2734375, 29.267578125)"
1020010065DCD300,3002321.tif,"(-95.185546875, 29.35546875)","(-95.09765625, 29.443359375)"
1020010065DCD300,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
1020010065DCD300,3002132.tif,"(-95.09765625, 29.091796875)","(-95.009765625, 29.1796875)"
1020010065DCD300,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
1020010065DCD300,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
1020010065DCD300,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)"
103001006EB42900,3020230.tif,"(-95.44921875, 30.05859375)","(-95.361328125, 30.146484375)"
103001006EB42900,3020213.tif,"(-95.361328125, 29.970703125)","(-95.2734375, 30.05859375)"
103001006EB42900,3020223.tif,"(-95.537109375, 30.146484375)","(-95.44921875, 30.234375)"
103001006EB42900,3020010.tif,"(-95.44921875, 29.53125)","(-95.361328125, 29.619140625)"
103001006EB42900,3020023.tif,"(-95.537109375, 29.794921875)","(-95.44921875, 29.8828125)"
103001006EB42900,3020030.tif,"(-95.44921875, 29.70703125)","(-95.361328125, 29.794921875)"
103001006EB42900,3020221.tif,"(-95.537109375, 30.05859375)","(-95.44921875, 30.146484375)"
103001006EB42900,3020012.tif,"(-95.44921875, 29.619140625)","(-95.361328125, 29.70703125)"
103001006EB42900,3020003.tif,"(-95.537109375, 29.619140625)","(-95.44921875, 29.70703125)"
103001006EB42900,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
103001006EB42900,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
103001006EB42900,3020203.tif,"(-95.537109375, 29.970703125)","(-95.44921875, 30.05859375)"
103001006EB42900,3020032.tif,"(-95.44921875, 29.794921875)","(-95.361328125, 29.8828125)"
103001006EB42900,3020231.tif,"(-95.361328125, 30.05859375)","(-95.2734375, 30.146484375)"
103001006EB42900,3020210.tif,"(-95.44921875, 29.8828125)","(-95.361328125, 29.970703125)"
103001006EB42900,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)"
103001006EB42900,3020021.tif,"(-95.537109375, 29.70703125)","(-95.44921875, 29.794921875)"
103001006EB42900,3020232.tif,"(-95.44921875, 30.146484375)","(-95.361328125, 30.234375)"
103001006EB42900,3020033.tif,"(-95.361328125, 29.794921875)","(-95.2734375, 29.8828125)"
103001006EB42900,3020212.tif,"(-95.44921875, 29.970703125)","(-95.361328125, 30.05859375)"
103001006EB42900,3020201.tif,"(-95.537109375, 29.8828125)","(-95.44921875, 29.970703125)"
103001006EB42900,3020001.tif,"(-95.537109375, 29.53125)","(-95.44921875, 29.619140625)"
103001006EB42900,3020233.tif,"(-95.361328125, 30.146484375)","(-95.2734375, 30.234375)"
1.04001E+15,2131111.tif,"(-95.712890625, 29.53125)","(-95.625, 29.619140625)"
1.04001E+15,3020223.tif,"(-95.537109375, 30.146484375)","(-95.44921875, 30.234375)"
1.04001E+15,2131133.tif,"(-95.712890625, 29.794921875)","(-95.625, 29.8828125)"
1.04001E+15,3020222.tif,"(-95.625, 30.146484375)","(-95.537109375, 30.234375)"
1.04001E+15,3020023.tif,"(-95.537109375, 29.794921875)","(-95.44921875, 29.8828125)"
1.04001E+15,2131113.tif,"(-95.712890625, 29.619140625)","(-95.625, 29.70703125)"
1.04001E+15,3020000.tif,"(-95.625, 29.53125)","(-95.537109375, 29.619140625)"
1.04001E+15,3020221.tif,"(-95.537109375, 30.05859375)","(-95.44921875, 30.146484375)"
1.04001E+15,3020003.tif,"(-95.537109375, 29.619140625)","(-95.44921875, 29.70703125)"
1.04001E+15,3020203.tif,"(-95.537109375, 29.970703125)","(-95.44921875, 30.05859375)"
1.04001E+15,3020200.tif,"(-95.625, 29.8828125)","(-95.537109375, 29.970703125)"
1.04001E+15,3020022.tif,"(-95.625, 29.794921875)","(-95.537109375, 29.8828125)"
1.04001E+15,3020202.tif,"(-95.625, 29.970703125)","(-95.537109375, 30.05859375)"
1.04001E+15,2131333.tif,"(-95.712890625, 30.146484375)","(-95.625, 30.234375)"
1.04001E+15,3020020.tif,"(-95.625, 29.70703125)","(-95.537109375, 29.794921875)"
1.04001E+15,2131311.tif,"(-95.712890625, 29.8828125)","(-95.625, 29.970703125)"
1.04001E+15,3020021.tif,"(-95.537109375, 29.70703125)","(-95.44921875, 29.794921875)"
1.04001E+15,2131131.tif,"(-95.712890625, 29.70703125)","(-95.625, 29.794921875)"
1.04001E+15,2131313.tif,"(-95.712890625, 29.970703125)","(-95.625, 30.05859375)"
1.04001E+15,3020002.tif,"(-95.625, 29.619140625)","(-95.537109375, 29.70703125)"
1.04001E+15,3020220.tif,"(-95.625, 30.05859375)","(-95.537109375, 30.146484375)"
1.04001E+15,3020201.tif,"(-95.537109375, 29.8828125)","(-95.44921875, 29.970703125)"
1.04001E+15,3020001.tif,"(-95.537109375, 29.53125)","(-95.44921875, 29.619140625)"
1.04001E+15,2131331.tif,"(-95.712890625, 30.05859375)","(-95.625, 30.146484375)"
1030010070C13600,3030210.tif,"(-94.04296875, 29.8828125)","(-93.955078125, 29.970703125)"
1030010070C13600,3021133.tif,"(-94.306640625, 29.794921875)","(-94.21875, 29.8828125)"
1030010070C13600,3030022.tif,"(-94.21875, 29.794921875)","(-94.130859375, 29.8828125)"
1030010070C13600,3030201.tif,"(-94.130859375, 29.8828125)","(-94.04296875, 29.970703125)"
1030010070C13600,3030033.tif,"(-93.955078125, 29.794921875)","(-93.8671875, 29.8828125)"
1030010070C13600,3030200.tif,"(-94.21875, 29.8828125)","(-94.130859375, 29.970703125)"
1030010070C13600,3032001.tif,"(-94.130859375, 30.234375)","(-94.04296875, 30.322265625)"
1030010070C13600,3032010.tif,"(-94.04296875, 30.234375)","(-93.955078125, 30.322265625)"
1030010070C13600,3021131.tif,"(-94.306640625, 29.70703125)","(-94.21875, 29.794921875)"
1030010070C13600,3021113.tif,"(-94.306640625, 29.619140625)","(-94.21875, 29.70703125)"
1030010070C13600,3030232.tif,"(-94.04296875, 30.146484375)","(-93.955078125, 30.234375)"
1030010070C13600,3030211.tif,"(-93.955078125, 29.8828125)","(-93.8671875, 29.970703125)"
1030010070C13600,3030023.tif,"(-94.130859375, 29.794921875)","(-94.04296875, 29.8828125)"
1030010070C13600,3021313.tif,"(-94.306640625, 29.970703125)","(-94.21875, 30.05859375)"
1030010070C13600,3030212.tif,"(-94.04296875, 29.970703125)","(-93.955078125, 30.05859375)"
1030010070C13600,3030021.tif,"(-94.130859375, 29.70703125)","(-94.04296875, 29.794921875)"
1030010070C13600,3021333.tif,"(-94.306640625, 30.146484375)","(-94.21875, 30.234375)"
1030010070C13600,3030003.tif,"(-94.130859375, 29.619140625)","(-94.04296875, 29.70703125)"
1030010070C13600,3030230.tif,"(-94.04296875, 30.05859375)","(-93.955078125, 30.146484375)"
1030010070C13600,3030222.tif,"(-94.21875, 30.146484375)","(-94.130859375, 30.234375)"
1030010070C13600,3030202.tif,"(-94.21875, 29.970703125)","(-94.130859375, 30.05859375)"
1030010070C13600,3030203.tif,"(-94.130859375, 29.970703125)","(-94.04296875, 30.05859375)"
1030010070C13600,3030221.tif,"(-94.130859375, 30.05859375)","(-94.04296875, 30.146484375)"
1030010070C13600,3030233.tif,"(-93.955078125, 30.146484375)","(-93.8671875, 30.234375)"
1030010070C13600,3030012.tif,"(-94.04296875, 29.619140625)","(-93.955078125, 29.70703125)"
1030010070C13600,3030213.tif,"(-93.955078125, 29.970703125)","(-93.8671875, 30.05859375)"
1030010070C13600,3030002.tif,"(-94.21875, 29.619140625)","(-94.130859375, 29.70703125)"
1030010070C13600,3030030.tif,"(-94.04296875, 29.70703125)","(-93.955078125, 29.794921875)"
1030010070C13600,3030013.tif,"(-93.955078125, 29.619140625)","(-93.8671875, 29.70703125)"
1030010070C13600,3030231.tif,"(-93.955078125, 30.05859375)","(-93.8671875, 30.146484375)"
1030010070C13600,3030020.tif,"(-94.21875, 29.70703125)","(-94.130859375, 29.794921875)"
1030010070C13600,3032011.tif,"(-93.955078125, 30.234375)","(-93.8671875, 30.322265625)"
1030010070C13600,3032000.tif,"(-94.21875, 30.234375)","(-94.130859375, 30.322265625)"
1030010070C13600,3021331.tif,"(-94.306640625, 30.05859375)","(-94.21875, 30.146484375)"
1030010070C13600,3023111.tif,"(-94.306640625, 30.234375)","(-94.21875, 30.322265625)"
1030010070C13600,3030032.tif,"(-94.04296875, 29.794921875)","(-93.955078125, 29.8828125)"
1030010070C13600,3021311.tif,"(-94.306640625, 29.8828125)","(-94.21875, 29.970703125)"
1030010070C13600,3030220.tif,"(-94.21875, 30.05859375)","(-94.130859375, 30.146484375)"
1030010070C13600,3030223.tif,"(-94.130859375, 30.146484375)","(-94.04296875, 30.234375)"
1030010070C13600,3030031.tif,"(-93.955078125, 29.70703125)","(-93.8671875, 29.794921875)"
105001000B9D7F00,3030103.tif,"(-93.779296875, 29.619140625)","(-93.69140625, 29.70703125)"
105001000B9D7F00,3030123.tif,"(-93.779296875, 29.794921875)","(-93.69140625, 29.8828125)"
105001000B9D7F00,3030312.tif,"(-93.69140625, 29.970703125)","(-93.603515625, 30.05859375)"
105001000B9D7F00,3030102.tif,"(-93.8671875, 29.619140625)","(-93.779296875, 29.70703125)"
105001000B9D7F00,3030130.tif,"(-93.69140625, 29.70703125)","(-93.603515625, 29.794921875)"
105001000B9D7F00,3030122.tif,"(-93.8671875, 29.794921875)","(-93.779296875, 29.8828125)"
105001000B9D7F00,3030121.tif,"(-93.779296875, 29.70703125)","(-93.69140625, 29.794921875)"
105001000B9D7F00,3030321.tif,"(-93.779296875, 30.05859375)","(-93.69140625, 30.146484375)"
105001000B9D7F00,3032101.tif,"(-93.779296875, 30.234375)","(-93.69140625, 30.322265625)"
105001000B9D7F00,3030303.tif,"(-93.779296875, 29.970703125)","(-93.69140625, 30.05859375)"
105001000B9D7F00,3030301.tif,"(-93.779296875, 29.8828125)","(-93.69140625, 29.970703125)"
105001000B9D7F00,3030332.tif,"(-93.69140625, 30.146484375)","(-93.603515625, 30.234375)"
105001000B9D7F00,3032100.tif,"(-93.8671875, 30.234375)","(-93.779296875, 30.322265625)"
105001000B9D7F00,3030302.tif,"(-93.8671875, 29.970703125)","(-93.779296875, 30.05859375)"
105001000B9D7F00,3030310.tif,"(-93.69140625, 29.8828125)","(-93.603515625, 29.970703125)"
105001000B9D7F00,3030323.tif,"(-93.779296875, 30.146484375)","(-93.69140625, 30.234375)"
105001000B9D7F00,3030330.tif,"(-93.69140625, 30.05859375)","(-93.603515625, 30.146484375)"
105001000B9D7F00,3030320.tif,"(-93.8671875, 30.05859375)","(-93.779296875, 30.146484375)"
105001000B9D7F00,3030300.tif,"(-93.8671875, 29.8828125)","(-93.779296875, 29.970703125)"
105001000B9D7F00,3030120.tif,"(-93.8671875, 29.70703125)","(-93.779296875, 29.794921875)"
105001000B9D7F00,3030132.tif,"(-93.69140625, 29.794921875)","(-93.603515625, 29.8828125)"
105001000B9D7F00,3030112.tif,"(-93.69140625, 29.619140625)","(-93.603515625, 29.70703125)"
105001000B9D7F00,3030322.tif,"(-93.8671875, 30.146484375)","(-93.779296875, 30.234375)"
105001000B9D7F00,3032110.tif,"(-93.69140625, 30.234375)","(-93.603515625, 30.322265625)"
103001006F3C8400,3021133.tif,"(-94.306640625, 29.794921875)","(-94.21875, 29.8828125)"
103001006F3C8400,3021321.tif,"(-94.482421875, 30.05859375)","(-94.39453125, 30.146484375)"
103001006F3C8400,3021320.tif,"(-94.5703125, 30.05859375)","(-94.482421875, 30.146484375)"
103001006F3C8400,3201103.tif,"(-94.482421875, 31.025390625)","(-94.39453125, 31.11328125)"
103001006F3C8400,3023333.tif,"(-94.306640625, 30.849609375)","(-94.21875, 30.9375)"
103001006F3C8400,3201111.tif,"(-94.306640625, 30.9375)","(-94.21875, 31.025390625)"
103001006F3C8400,3023320.tif,"(-94.5703125, 30.76171875)","(-94.482421875, 30.849609375)"
103001006F3C8400,3021122.tif,"(-94.5703125, 29.794921875)","(-94.482421875, 29.8828125)"
103001006F3C8400,3021323.tif,"(-94.482421875, 30.146484375)","(-94.39453125, 30.234375)"
103001006F3C8400,3023310.tif,"(-94.39453125, 30.5859375)","(-94.306640625, 30.673828125)"
103001006F3C8400,3021310.tif,"(-94.39453125, 29.8828125)","(-94.306640625, 29.970703125)"
103001006F3C8400,3023103.tif,"(-94.482421875, 30.322265625)","(-94.39453125, 30.41015625)"
103001006F3C8400,3021313.tif,"(-94.306640625, 29.970703125)","(-94.21875, 30.05859375)"
103001006F3C8400,3023311.tif,"(-94.306640625, 30.5859375)","(-94.21875, 30.673828125)"
103001006F3C8400,3023322.tif,"(-94.5703125, 30.849609375)","(-94.482421875, 30.9375)"
103001006F3C8400,3023133.tif,"(-94.306640625, 30.498046875)","(-94.21875, 30.5859375)"
103001006F3C8400,3023123.tif,"(-94.482421875, 30.498046875)","(-94.39453125, 30.5859375)"
103001006F3C8400,3023331.tif,"(-94.306640625, 30.76171875)","(-94.21875, 30.849609375)"
103001006F3C8400,3021302.tif,"(-94.5703125, 29.970703125)","(-94.482421875, 30.05859375)"
103001006F3C8400,3021333.tif,"(-94.306640625, 30.146484375)","(-94.21875, 30.234375)"
103001006F3C8400,3023323.tif,"(-94.482421875, 30.849609375)","(-94.39453125, 30.9375)"
103001006F3C8400,3201100.tif,"(-94.5703125, 30.9375)","(-94.482421875, 31.025390625)"
103001006F3C8400,3023120.tif,"(-94.5703125, 30.41015625)","(-94.482421875, 30.498046875)"
103001006F3C8400,3023321.tif,"(-94.482421875, 30.76171875)","(-94.39453125, 30.849609375)"
103001006F3C8400,3023122.tif,"(-94.5703125, 30.498046875)","(-94.482421875, 30.5859375)"
103001006F3C8400,3021303.tif,"(-94.482421875, 29.970703125)","(-94.39453125, 30.05859375)"
103001006F3C8400,3021322.tif,"(-94.5703125, 30.146484375)","(-94.482421875, 30.234375)"
103001006F3C8400,3201101.tif,"(-94.482421875, 30.9375)","(-94.39453125, 31.025390625)"
103001006F3C8400,3023302.tif,"(-94.5703125, 30.673828125)","(-94.482421875, 30.76171875)"
103001006F3C8400,3021330.tif,"(-94.39453125, 30.05859375)","(-94.306640625, 30.146484375)"
103001006F3C8400,3023100.tif,"(-94.5703125, 30.234375)","(-94.482421875, 30.322265625)"
103001006F3C8400,3023112.tif,"(-94.39453125, 30.322265625)","(-94.306640625, 30.41015625)"
103001006F3C8400,3023301.tif,"(-94.482421875, 30.5859375)","(-94.39453125, 30.673828125)"
103001006F3C8400,3201102.tif,"(-94.5703125, 31.025390625)","(-94.482421875, 31.11328125)"
103001006F3C8400,3021123.tif,"(-94.482421875, 29.794921875)","(-94.39453125, 29.8828125)"
103001006F3C8400,3023131.tif,"(-94.306640625, 30.41015625)","(-94.21875, 30.498046875)"
103001006F3C8400,3021301.tif,"(-94.482421875, 29.8828125)","(-94.39453125, 29.970703125)"
103001006F3C8400,3021132.tif,"(-94.39453125, 29.794921875)","(-94.306640625, 29.8828125)"
103001006F3C8400,3023113.tif,"(-94.306640625, 30.322265625)","(-94.21875, 30.41015625)"
103001006F3C8400,3023332.tif,"(-94.39453125, 30.849609375)","(-94.306640625, 30.9375)"
103001006F3C8400,3023132.tif,"(-94.39453125, 30.498046875)","(-94.306640625, 30.5859375)"
103001006F3C8400,3023130.tif,"(-94.39453125, 30.41015625)","(-94.306640625, 30.498046875)"
103001006F3C8400,3021332.tif,"(-94.39453125, 30.146484375)","(-94.306640625, 30.234375)"
103001006F3C8400,3023110.tif,"(-94.39453125, 30.234375)","(-94.306640625, 30.322265625)"
103001006F3C8400,3023330.tif,"(-94.39453125, 30.76171875)","(-94.306640625, 30.849609375)"
103001006F3C8400,3023312.tif,"(-94.39453125, 30.673828125)","(-94.306640625, 30.76171875)"
103001006F3C8400,3201113.tif,"(-94.306640625, 31.025390625)","(-94.21875, 31.11328125)"
103001006F3C8400,3021331.tif,"(-94.306640625, 30.05859375)","(-94.21875, 30.146484375)"
103001006F3C8400,3023111.tif,"(-94.306640625, 30.234375)","(-94.21875, 30.322265625)"
103001006F3C8400,3023101.tif,"(-94.482421875, 30.234375)","(-94.39453125, 30.322265625)"
103001006F3C8400,3021300.tif,"(-94.5703125, 29.8828125)","(-94.482421875, 29.970703125)"
103001006F3C8400,3023121.tif,"(-94.482421875, 30.41015625)","(-94.39453125, 30.498046875)"
103001006F3C8400,3023102.tif,"(-94.5703125, 30.322265625)","(-94.482421875, 30.41015625)"
103001006F3C8400,3201110.tif,"(-94.39453125, 30.9375)","(-94.306640625, 31.025390625)"
103001006F3C8400,3201112.tif,"(-94.39453125, 31.025390625)","(-94.306640625, 31.11328125)"
103001006F3C8400,3021311.tif,"(-94.306640625, 29.8828125)","(-94.21875, 29.970703125)"
103001006F3C8400,3023303.tif,"(-94.482421875, 30.673828125)","(-94.39453125, 30.76171875)"
103001006F3C8400,3021312.tif,"(-94.39453125, 29.970703125)","(-94.306640625, 30.05859375)"
103001006F3C8400,3023300.tif,"(-94.5703125, 30.5859375)","(-94.482421875, 30.673828125)"
103001006F3C8400,3023313.tif,"(-94.306640625, 30.673828125)","(-94.21875, 30.76171875)"
1020010066DDD400,3020112.tif,"(-95.09765625, 29.619140625)","(-95.009765625, 29.70703125)"
1020010066DDD400,3002213.tif,"(-95.361328125, 29.267578125)","(-95.2734375, 29.35546875)"
1020010066DDD400,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)"
1020010066DDD400,3002302.tif,"(-95.2734375, 29.267578125)","(-95.185546875, 29.35546875)"
1020010066DDD400,3002122.tif,"(-95.2734375, 29.091796875)","(-95.185546875, 29.1796875)"
1020010066DDD400,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)"
1020010066DDD400,3002300.tif,"(-95.2734375, 29.1796875)","(-95.185546875, 29.267578125)"
1020010066DDD400,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
1020010066DDD400,3002301.tif,"(-95.185546875, 29.1796875)","(-95.09765625, 29.267578125)"
1020010066DDD400,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
1020010066DDD400,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)"
1020010066DDD400,3002310.tif,"(-95.09765625, 29.1796875)","(-95.009765625, 29.267578125)"
1020010066DDD400,3002332.tif,"(-95.09765625, 29.443359375)","(-95.009765625, 29.53125)"
1020010066DDD400,3002123.tif,"(-95.185546875, 29.091796875)","(-95.09765625, 29.1796875)"
1020010066DDD400,3002320.tif,"(-95.2734375, 29.35546875)","(-95.185546875, 29.443359375)"
1020010066DDD400,3002330.tif,"(-95.09765625, 29.35546875)","(-95.009765625, 29.443359375)"
1020010066DDD400,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)"
1020010066DDD400,3002312.tif,"(-95.09765625, 29.267578125)","(-95.009765625, 29.35546875)"
1020010066DDD400,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)"
1020010066DDD400,3002303.tif,"(-95.185546875, 29.267578125)","(-95.09765625, 29.35546875)"
1020010066DDD400,3002033.tif,"(-95.361328125, 29.091796875)","(-95.2734375, 29.1796875)"
1020010066DDD400,3002322.tif,"(-95.2734375, 29.443359375)","(-95.185546875, 29.53125)"
1020010066DDD400,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
1020010066DDD400,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
1020010066DDD400,3020130.tif,"(-95.09765625, 29.70703125)","(-95.009765625, 29.794921875)"
1020010066DDD400,3002211.tif,"(-95.361328125, 29.1796875)","(-95.2734375, 29.267578125)"
1020010066DDD400,3002321.tif,"(-95.185546875, 29.35546875)","(-95.09765625, 29.443359375)"
1020010066DDD400,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
1020010066DDD400,3002132.tif,"(-95.09765625, 29.091796875)","(-95.009765625, 29.1796875)"
1020010066DDD400,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
1020010066DDD400,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
1020010066DDD400,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)"
105001000B920800,3020112.tif,"(-95.09765625, 29.619140625)","(-95.009765625, 29.70703125)"
105001000B920800,3020122.tif,"(-95.2734375, 29.794921875)","(-95.185546875, 29.8828125)"
105001000B920800,3020323.tif,"(-95.185546875, 30.146484375)","(-95.09765625, 30.234375)"
105001000B920800,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)"
105001000B920800,3020303.tif,"(-95.185546875, 29.970703125)","(-95.09765625, 30.05859375)"
105001000B920800,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)"
105001000B920800,3020132.tif,"(-95.09765625, 29.794921875)","(-95.009765625, 29.8828125)"
105001000B920800,3020330.tif,"(-95.09765625, 30.05859375)","(-95.009765625, 30.146484375)"
105001000B920800,3020321.tif,"(-95.185546875, 30.05859375)","(-95.09765625, 30.146484375)"
105001000B920800,3020302.tif,"(-95.2734375, 29.970703125)","(-95.185546875, 30.05859375)"
105001000B920800,3020312.tif,"(-95.09765625, 29.970703125)","(-95.009765625, 30.05859375)"
105001000B920800,3020320.tif,"(-95.2734375, 30.05859375)","(-95.185546875, 30.146484375)"
105001000B920800,3020332.tif,"(-95.09765625, 30.146484375)","(-95.009765625, 30.234375)"
105001000B920800,3020300.tif,"(-95.2734375, 29.8828125)","(-95.185546875, 29.970703125)"
105001000B920800,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
105001000B920800,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
105001000B920800,3020322.tif,"(-95.2734375, 30.146484375)","(-95.185546875, 30.234375)"
105001000B920800,3020310.tif,"(-95.09765625, 29.8828125)","(-95.009765625, 29.970703125)"
105001000B920800,3020130.tif,"(-95.09765625, 29.70703125)","(-95.009765625, 29.794921875)"
105001000B920800,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
105001000B920800,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
105001000B920800,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
105001000B920800,3020301.tif,"(-95.185546875, 29.8828125)","(-95.09765625, 29.970703125)"
105001000B920800,3020123.tif,"(-95.185546875, 29.794921875)","(-95.09765625, 29.8828125)"
1.04001E+15,3020230.tif,"(-95.44921875, 30.05859375)","(-95.361328125, 30.146484375)"
1.04001E+15,3020122.tif,"(-95.2734375, 29.794921875)","(-95.185546875, 29.8828125)"
1.04001E+15,3020010.tif,"(-95.44921875, 29.53125)","(-95.361328125, 29.619140625)"
1.04001E+15,3020030.tif,"(-95.44921875, 29.70703125)","(-95.361328125, 29.794921875)"
1.04001E+15,3020012.tif,"(-95.44921875, 29.619140625)","(-95.361328125, 29.70703125)"
1.04001E+15,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
1.04001E+15,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
