catalog_id,tif,minxy,maxxy
1040010030BE1200,2110332.tif,"(-96.50390625, 28.740234375)","(-96.416015625, 28.828125)"
1040010030BE1200,2111201.tif,"(-96.240234375, 28.4765625)","(-96.15234375, 28.564453125)"
1040010030BE1200,2111021.tif,"(-96.240234375, 28.30078125)","(-96.15234375, 28.388671875)"
1040010030BE1200,2111022.tif,"(-96.328125, 28.388671875)","(-96.240234375, 28.4765625)"
1040010030BE1200,2111003.tif,"(-96.240234375, 28.212890625)","(-96.15234375, 28.30078125)"
1040010030BE1200,2113201.tif,"(-96.240234375, 29.1796875)","(-96.15234375, 29.267578125)"
1040010030BE1200,2110310.tif,"(-96.50390625, 28.4765625)","(-96.416015625, 28.564453125)"
1040010030BE1200,2110331.tif,"(-96.416015625, 28.65234375)","(-96.328125, 28.740234375)"
1040010030BE1200,2112112.tif,"(-96.50390625, 28.916015625)","(-96.416015625, 29.00390625)"
1040010030BE1200,2110131.tif,"(-96.416015625, 28.30078125)","(-96.328125, 28.388671875)"
1040010030BE1200,2113003.tif,"(-96.240234375, 28.916015625)","(-96.15234375, 29.00390625)"
1040010030BE1200,2111023.tif,"(-96.240234375, 28.388671875)","(-96.15234375, 28.4765625)"
1040010030BE1200,2110112.tif,"(-96.50390625, 28.212890625)","(-96.416015625, 28.30078125)"
1040010030BE1200,2111220.tif,"(-96.328125, 28.65234375)","(-96.240234375, 28.740234375)"
1040010030BE1200,2110313.tif,"(-96.416015625, 28.564453125)","(-96.328125, 28.65234375)"
1040010030BE1200,2111020.tif,"(-96.328125, 28.30078125)","(-96.240234375, 28.388671875)"
1040010030BE1200,2110133.tif,"(-96.416015625, 28.388671875)","(-96.328125, 28.4765625)"
1040010030BE1200,2112133.tif,"(-96.416015625, 29.091796875)","(-96.328125, 29.1796875)"
1040010030BE1200,2112111.tif,"(-96.416015625, 28.828125)","(-96.328125, 28.916015625)"
1040010030BE1200,2110333.tif,"(-96.416015625, 28.740234375)","(-96.328125, 28.828125)"
105001000B9D8000,3020112.tif,"(-95.09765625, 29.619140625)","(-95.009765625, 29.70703125)"
105001000B9D8000,3020122.tif,"(-95.2734375, 29.794921875)","(-95.185546875, 29.8828125)"
105001000B9D8000,3020323.tif,"(-95.185546875, 30.146484375)","(-95.09765625, 30.234375)"
105001000B9D8000,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)"
105001000B9D8000,3020303.tif,"(-95.185546875, 29.970703125)","(-95.09765625, 30.05859375)"
105001000B9D8000,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)"
105001000B9D8000,3020132.tif,"(-95.09765625, 29.794921875)","(-95.009765625, 29.8828125)"
105001000B9D8000,3020330.tif,"(-95.09765625, 30.05859375)","(-95.009765625, 30.146484375)"
105001000B9D8000,3020321.tif,"(-95.185546875, 30.05859375)","(-95.09765625, 30.146484375)"
105001000B9D8000,3020302.tif,"(-95.2734375, 29.970703125)","(-95.185546875, 30.05859375)"
105001000B9D8000,3020312.tif,"(-95.09765625, 29.970703125)","(-95.009765625, 30.05859375)"
105001000B9D8000,3020320.tif,"(-95.2734375, 30.05859375)","(-95.185546875, 30.146484375)"
105001000B9D8000,3020332.tif,"(-95.09765625, 30.146484375)","(-95.009765625, 30.234375)"
105001000B9D8000,3020300.tif,"(-95.2734375, 29.8828125)","(-95.185546875, 29.970703125)"
105001000B9D8000,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
105001000B9D8000,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
105001000B9D8000,3020322.tif,"(-95.2734375, 30.146484375)","(-95.185546875, 30.234375)"
105001000B9D8000,3020310.tif,"(-95.09765625, 29.8828125)","(-95.009765625, 29.970703125)"
105001000B9D8000,3020130.tif,"(-95.09765625, 29.70703125)","(-95.009765625, 29.794921875)"
105001000B9D8000,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
105001000B9D8000,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
105001000B9D8000,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
105001000B9D8000,3020301.tif,"(-95.185546875, 29.8828125)","(-95.09765625, 29.970703125)"
105001000B9D8000,3020123.tif,"(-95.185546875, 29.794921875)","(-95.09765625, 29.8828125)"
10400100319BA200,2110102.tif,"(-96.6796875, 28.212890625)","(-96.591796875, 28.30078125)"
10400100319BA200,2110101.tif,"(-96.591796875, 28.125)","(-96.50390625, 28.212890625)"
10400100319BA200,2110013.tif,"(-96.767578125, 28.212890625)","(-96.6796875, 28.30078125)"
10400100319BA200,2110011.tif,"(-96.767578125, 28.125)","(-96.6796875, 28.212890625)"
10400100319BA200,0332320.tif,"(-96.6796875, 27.94921875)","(-96.591796875, 28.037109375)"
10400100319BA200,2110120.tif,"(-96.6796875, 28.30078125)","(-96.591796875, 28.388671875)"
10400100319BA200,0332323.tif,"(-96.591796875, 28.037109375)","(-96.50390625, 28.125)"
10400100319BA200,0332233.tif,"(-96.767578125, 28.037109375)","(-96.6796875, 28.125)"
10400100319BA200,2110031.tif,"(-96.767578125, 28.30078125)","(-96.6796875, 28.388671875)"
10400100319BA200,2110121.tif,"(-96.591796875, 28.30078125)","(-96.50390625, 28.388671875)"
10400100319BA200,0332321.tif,"(-96.591796875, 27.94921875)","(-96.50390625, 28.037109375)"
10400100319BA200,2110103.tif,"(-96.591796875, 28.212890625)","(-96.50390625, 28.30078125)"
10400100319BA200,0332322.tif,"(-96.6796875, 28.037109375)","(-96.591796875, 28.125)"
10400100319BA200,0332231.tif,"(-96.767578125, 27.94921875)","(-96.6796875, 28.037109375)"
10400100319BA200,2110100.tif,"(-96.6796875, 28.125)","(-96.591796875, 28.212890625)"
10200100682E8400,3020112.tif,"(-95.09765625, 29.619140625)","(-95.009765625, 29.70703125)"
10200100682E8400,3002313.tif,"(-95.009765625, 29.267578125)","(-94.921875, 29.35546875)"
10200100682E8400,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)"
10200100682E8400,3003220.tif,"(-94.921875, 29.35546875)","(-94.833984375, 29.443359375)"
10200100682E8400,3002133.tif,"(-95.009765625, 29.091796875)","(-94.921875, 29.1796875)"
10200100682E8400,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)"
10200100682E8400,3003222.tif,"(-94.921875, 29.443359375)","(-94.833984375, 29.53125)"
10200100682E8400,3020131.tif,"(-95.009765625, 29.70703125)","(-94.921875, 29.794921875)"
10200100682E8400,3002301.tif,"(-95.185546875, 29.1796875)","(-95.09765625, 29.267578125)"
10200100682E8400,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)"
10200100682E8400,3021002.tif,"(-94.921875, 29.619140625)","(-94.833984375, 29.70703125)"
10200100682E8400,3021020.tif,"(-94.921875, 29.70703125)","(-94.833984375, 29.794921875)"
10200100682E8400,3002310.tif,"(-95.09765625, 29.1796875)","(-95.009765625, 29.267578125)"
10200100682E8400,3002332.tif,"(-95.09765625, 29.443359375)","(-95.009765625, 29.53125)"
10200100682E8400,3002333.tif,"(-95.009765625, 29.443359375)","(-94.921875, 29.53125)"
10200100682E8400,3002331.tif,"(-95.009765625, 29.35546875)","(-94.921875, 29.443359375)"
10200100682E8400,3020111.tif,"(-95.009765625, 29.53125)","(-94.921875, 29.619140625)"
10200100682E8400,3002123.tif,"(-95.185546875, 29.091796875)","(-95.09765625, 29.1796875)"
10200100682E8400,3002330.tif,"(-95.09765625, 29.35546875)","(-95.009765625, 29.443359375)"
10200100682E8400,3002312.tif,"(-95.09765625, 29.267578125)","(-95.009765625, 29.35546875)"
10200100682E8400,3002303.tif,"(-95.185546875, 29.267578125)","(-95.09765625, 29.35546875)"
10200100682E8400,3020113.tif,"(-95.009765625, 29.619140625)","(-94.921875, 29.70703125)"
10200100682E8400,3002311.tif,"(-95.009765625, 29.1796875)","(-94.921875, 29.267578125)"
10200100682E8400,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
10200100682E8400,3003022.tif,"(-94.921875, 29.091796875)","(-94.833984375, 29.1796875)"
10200100682E8400,3020130.tif,"(-95.09765625, 29.70703125)","(-95.009765625, 29.794921875)"
10200100682E8400,3021000.tif,"(-94.921875, 29.53125)","(-94.833984375, 29.619140625)"
10200100682E8400,3002321.tif,"(-95.185546875, 29.35546875)","(-95.09765625, 29.443359375)"
10200100682E8400,3002132.tif,"(-95.09765625, 29.091796875)","(-95.009765625, 29.1796875)"
10200100682E8400,3003202.tif,"(-94.921875, 29.267578125)","(-94.833984375, 29.35546875)"
10200100682E8400,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
10200100682E8400,3003200.tif,"(-94.921875, 29.1796875)","(-94.833984375, 29.267578125)"
103001006F018C00,2113301.tif,"(-95.888671875, 29.1796875)","(-95.80078125, 29.267578125)"
103001006F018C00,2131111.tif,"(-95.712890625, 29.53125)","(-95.625, 29.619140625)"
103001006F018C00,2131133.tif,"(-95.712890625, 29.794921875)","(-95.625, 29.8828125)"
103001006F018C00,2111303.tif,"(-95.888671875, 28.564453125)","(-95.80078125, 28.65234375)"
103001006F018C00,2131132.tif,"(-95.80078125, 29.794921875)","(-95.712890625, 29.8828125)"
103001006F018C00,2111300.tif,"(-95.9765625, 28.4765625)","(-95.888671875, 28.564453125)"
103001006F018C00,2111320.tif,"(-95.9765625, 28.65234375)","(-95.888671875, 28.740234375)"
103001006F018C00,2113112.tif,"(-95.80078125, 28.916015625)","(-95.712890625, 29.00390625)"
103001006F018C00,2113320.tif,"(-95.9765625, 29.35546875)","(-95.888671875, 29.443359375)"
103001006F018C00,2131113.tif,"(-95.712890625, 29.619140625)","(-95.625, 29.70703125)"
103001006F018C00,2113113.tif,"(-95.712890625, 28.916015625)","(-95.625, 29.00390625)"
103001006F018C00,2113303.tif,"(-95.888671875, 29.267578125)","(-95.80078125, 29.35546875)"
103001006F018C00,2113102.tif,"(-95.9765625, 28.916015625)","(-95.888671875, 29.00390625)"
103001006F018C00,2113323.tif,"(-95.888671875, 29.443359375)","(-95.80078125, 29.53125)"
103001006F018C00,2111330.tif,"(-95.80078125, 28.65234375)","(-95.712890625, 28.740234375)"
103001006F018C00,2113321.tif,"(-95.888671875, 29.35546875)","(-95.80078125, 29.443359375)"
103001006F018C00,2111332.tif,"(-95.80078125, 28.740234375)","(-95.712890625, 28.828125)"
103001006F018C00,2131120.tif,"(-95.9765625, 29.70703125)","(-95.888671875, 29.794921875)"
103001006F018C00,2111322.tif,"(-95.9765625, 28.740234375)","(-95.888671875, 28.828125)"
103001006F018C00,2131121.tif,"(-95.888671875, 29.70703125)","(-95.80078125, 29.794921875)"
103001006F018C00,2111133.tif,"(-95.712890625, 28.388671875)","(-95.625, 28.4765625)"
103001006F018C00,2113111.tif,"(-95.712890625, 28.828125)","(-95.625, 28.916015625)"
103001006F018C00,2113100.tif,"(-95.9765625, 28.828125)","(-95.888671875, 28.916015625)"
103001006F018C00,2113300.tif,"(-95.9765625, 29.1796875)","(-95.888671875, 29.267578125)"
103001006F018C00,2113121.tif,"(-95.888671875, 29.00390625)","(-95.80078125, 29.091796875)"
103001006F018C00,2131310.tif,"(-95.80078125, 29.8828125)","(-95.712890625, 29.970703125)"
103001006F018C00,2131311.tif,"(-95.712890625, 29.8828125)","(-95.625, 29.970703125)"
103001006F018C00,2113310.tif,"(-95.80078125, 29.1796875)","(-95.712890625, 29.267578125)"
103001006F018C00,2131122.tif,"(-95.9765625, 29.794921875)","(-95.888671875, 29.8828125)"
103001006F018C00,2113131.tif,"(-95.712890625, 29.00390625)","(-95.625, 29.091796875)"
103001006F018C00,2113103.tif,"(-95.888671875, 28.916015625)","(-95.80078125, 29.00390625)"
103001006F018C00,2113110.tif,"(-95.80078125, 28.828125)","(-95.712890625, 28.916015625)"
103001006F018C00,2131102.tif,"(-95.9765625, 29.619140625)","(-95.888671875, 29.70703125)"
103001006F018C00,2111323.tif,"(-95.888671875, 28.740234375)","(-95.80078125, 28.828125)"
103001006F018C00,2111333.tif,"(-95.712890625, 28.740234375)","(-95.625, 28.828125)"
103001006F018C00,2111321.tif,"(-95.888671875, 28.65234375)","(-95.80078125, 28.740234375)"
103001006F018C00,2131130.tif,"(-95.80078125, 29.70703125)","(-95.712890625, 29.794921875)"
103001006F018C00,2131123.tif,"(-95.888671875, 29.794921875)","(-95.80078125, 29.8828125)"
103001006F018C00,2111312.tif,"(-95.80078125, 28.564453125)","(-95.712890625, 28.65234375)"
103001006F018C00,2113312.tif,"(-95.80078125, 29.267578125)","(-95.712890625, 29.35546875)"
103001006F018C00,2111302.tif,"(-95.9765625, 28.564453125)","(-95.888671875, 28.65234375)"
103001006F018C00,2131131.tif,"(-95.712890625, 29.70703125)","(-95.625, 29.794921875)"
103001006F018C00,2131101.tif,"(-95.888671875, 29.53125)","(-95.80078125, 29.619140625)"
103001006F018C00,2113122.tif,"(-95.9765625, 29.091796875)","(-95.888671875, 29.1796875)"
103001006F018C00,2113120.tif,"(-95.9765625, 29.00390625)","(-95.888671875, 29.091796875)"
103001006F018C00,2113330.tif,"(-95.80078125, 29.35546875)","(-95.712890625, 29.443359375)"
103001006F018C00,2113133.tif,"(-95.712890625, 29.091796875)","(-95.625, 29.1796875)"
103001006F018C00,2113302.tif,"(-95.9765625, 29.267578125)","(-95.888671875, 29.35546875)"
103001006F018C00,2113313.tif,"(-95.712890625, 29.267578125)","(-95.625, 29.35546875)"
103001006F018C00,2131103.tif,"(-95.888671875, 29.619140625)","(-95.80078125, 29.70703125)"
103001006F018C00,2131100.tif,"(-95.9765625, 29.53125)","(-95.888671875, 29.619140625)"
103001006F018C00,2131110.tif,"(-95.80078125, 29.53125)","(-95.712890625, 29.619140625)"
103001006F018C00,2113101.tif,"(-95.888671875, 28.828125)","(-95.80078125, 28.916015625)"
103001006F018C00,2113332.tif,"(-95.80078125, 29.443359375)","(-95.712890625, 29.53125)"
103001006F018C00,2111123.tif,"(-95.888671875, 28.388671875)","(-95.80078125, 28.4765625)"
103001006F018C00,2131112.tif,"(-95.80078125, 29.619140625)","(-95.712890625, 29.70703125)"
103001006F018C00,2131313.tif,"(-95.712890625, 29.970703125)","(-95.625, 30.05859375)"
103001006F018C00,2111331.tif,"(-95.712890625, 28.65234375)","(-95.625, 28.740234375)"
103001006F018C00,2111313.tif,"(-95.712890625, 28.564453125)","(-95.625, 28.65234375)"
103001006F018C00,2113132.tif,"(-95.80078125, 29.091796875)","(-95.712890625, 29.1796875)"
103001006F018C00,2131302.tif,"(-95.9765625, 29.970703125)","(-95.888671875, 30.05859375)"
103001006F018C00,2111132.tif,"(-95.80078125, 28.388671875)","(-95.712890625, 28.4765625)"
103001006F018C00,2113333.tif,"(-95.712890625, 29.443359375)","(-95.625, 29.53125)"
103001006F018C00,2111310.tif,"(-95.80078125, 28.4765625)","(-95.712890625, 28.564453125)"
103001006F018C00,2113311.tif,"(-95.712890625, 29.1796875)","(-95.625, 29.267578125)"
103001006F018C00,2113123.tif,"(-95.888671875, 29.091796875)","(-95.80078125, 29.1796875)"
103001006F018C00,2131301.tif,"(-95.888671875, 29.8828125)","(-95.80078125, 29.970703125)"
103001006F018C00,2131300.tif,"(-95.9765625, 29.8828125)","(-95.888671875, 29.970703125)"
103001006F018C00,2113130.tif,"(-95.80078125, 29.00390625)","(-95.712890625, 29.091796875)"
103001006F018C00,2131312.tif,"(-95.80078125, 29.970703125)","(-95.712890625, 30.05859375)"
103001006F018C00,2131303.tif,"(-95.888671875, 29.970703125)","(-95.80078125, 30.05859375)"
103001006F018C00,2111301.tif,"(-95.888671875, 28.4765625)","(-95.80078125, 28.564453125)"
103001006F018C00,2113322.tif,"(-95.9765625, 29.443359375)","(-95.888671875, 29.53125)"
103001006F018C00,2111122.tif,"(-95.9765625, 28.388671875)","(-95.888671875, 28.4765625)"
103001006F018C00,2111311.tif,"(-95.712890625, 28.4765625)","(-95.625, 28.564453125)"
103001006F018C00,2113331.tif,"(-95.712890625, 29.35546875)","(-95.625, 29.443359375)"
1020010067E38000,3020112.tif,"(-95.09765625, 29.619140625)","(-95.009765625, 29.70703125)"
1020010067E38000,3002210.tif,"(-95.44921875, 29.1796875)","(-95.361328125, 29.267578125)"
1020010067E38000,3020010.tif,"(-95.44921875, 29.53125)","(-95.361328125, 29.619140625)"
1020010067E38000,3002213.tif,"(-95.361328125, 29.267578125)","(-95.2734375, 29.35546875)"
1020010067E38000,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)"
1020010067E38000,3002232.tif,"(-95.44921875, 29.443359375)","(-95.361328125, 29.53125)"
1020010067E38000,3002302.tif,"(-95.2734375, 29.267578125)","(-95.185546875, 29.35546875)"
1020010067E38000,3002122.tif,"(-95.2734375, 29.091796875)","(-95.185546875, 29.1796875)"
1020010067E38000,3002030.tif,"(-95.44921875, 29.00390625)","(-95.361328125, 29.091796875)"
1020010067E38000,3020030.tif,"(-95.44921875, 29.70703125)","(-95.361328125, 29.794921875)"
1020010067E38000,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)"
1020010067E38000,3002300.tif,"(-95.2734375, 29.1796875)","(-95.185546875, 29.267578125)"
1020010067E38000,3020012.tif,"(-95.44921875, 29.619140625)","(-95.361328125, 29.70703125)"
1020010067E38000,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
1020010067E38000,3002301.tif,"(-95.185546875, 29.1796875)","(-95.09765625, 29.267578125)"
1020010067E38000,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
1020010067E38000,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)"
1020010067E38000,3002031.tif,"(-95.361328125, 29.00390625)","(-95.2734375, 29.091796875)"
1020010067E38000,3002032.tif,"(-95.44921875, 29.091796875)","(-95.361328125, 29.1796875)"
1020010067E38000,3002310.tif,"(-95.09765625, 29.1796875)","(-95.009765625, 29.267578125)"
1020010067E38000,3002332.tif,"(-95.09765625, 29.443359375)","(-95.009765625, 29.53125)"
1020010067E38000,3002123.tif,"(-95.185546875, 29.091796875)","(-95.09765625, 29.1796875)"
1020010067E38000,3002320.tif,"(-95.2734375, 29.35546875)","(-95.185546875, 29.443359375)"
1020010067E38000,3002212.tif,"(-95.44921875, 29.267578125)","(-95.361328125, 29.35546875)"
1020010067E38000,3002330.tif,"(-95.09765625, 29.35546875)","(-95.009765625, 29.443359375)"
1020010067E38000,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)"
1020010067E38000,3002121.tif,"(-95.185546875, 29.00390625)","(-95.09765625, 29.091796875)"
1020010067E38000,3002312.tif,"(-95.09765625, 29.267578125)","(-95.009765625, 29.35546875)"
1020010067E38000,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)"
1020010067E38000,3002303.tif,"(-95.185546875, 29.267578125)","(-95.09765625, 29.35546875)"
1020010067E38000,3002033.tif,"(-95.361328125, 29.091796875)","(-95.2734375, 29.1796875)"
1020010067E38000,3002322.tif,"(-95.2734375, 29.443359375)","(-95.185546875, 29.53125)"
1020010067E38000,3002230.tif,"(-95.44921875, 29.35546875)","(-95.361328125, 29.443359375)"
1020010067E38000,3002120.tif,"(-95.2734375, 29.00390625)","(-95.185546875, 29.091796875)"
1020010067E38000,3002130.tif,"(-95.09765625, 29.00390625)","(-95.009765625, 29.091796875)"
1020010067E38000,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
1020010067E38000,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
1020010067E38000,3020130.tif,"(-95.09765625, 29.70703125)","(-95.009765625, 29.794921875)"
1020010067E38000,3002211.tif,"(-95.361328125, 29.1796875)","(-95.2734375, 29.267578125)"
1020010067E38000,3002321.tif,"(-95.185546875, 29.35546875)","(-95.09765625, 29.443359375)"
1020010067E38000,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
1020010067E38000,3002132.tif,"(-95.09765625, 29.091796875)","(-95.009765625, 29.1796875)"
1020010067E38000,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
1020010067E38000,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
1020010067E38000,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)"
1.04E+12,2110023.tif,"(-96.943359375, 28.388671875)","(-96.85546875, 28.4765625)"
1.04E+12,2112023.tif,"(-96.943359375, 29.091796875)","(-96.85546875, 29.1796875)"
1.04E+12,2112000.tif,"(-97.03125, 28.828125)","(-96.943359375, 28.916015625)"
1.04E+12,2112001.tif,"(-96.943359375, 28.828125)","(-96.85546875, 28.916015625)"
1.04E+12,2110201.tif,"(-96.943359375, 28.4765625)","(-96.85546875, 28.564453125)"
1.04E+12,2110221.tif,"(-96.943359375, 28.65234375)","(-96.85546875, 28.740234375)"
1.04E+12,2110203.tif,"(-96.943359375, 28.564453125)","(-96.85546875, 28.65234375)"
1.04E+12,2110021.tif,"(-96.943359375, 28.30078125)","(-96.85546875, 28.388671875)"
1.04E+12,2110222.tif,"(-97.03125, 28.740234375)","(-96.943359375, 28.828125)"
1.04E+12,2112003.tif,"(-96.943359375, 28.916015625)","(-96.85546875, 29.00390625)"
1.04E+12,2110202.tif,"(-97.03125, 28.564453125)","(-96.943359375, 28.65234375)"
1.04E+12,2112020.tif,"(-97.03125, 29.00390625)","(-96.943359375, 29.091796875)"
1.04E+12,2112022.tif,"(-97.03125, 29.091796875)","(-96.943359375, 29.1796875)"
1.04E+12,2110022.tif,"(-97.03125, 28.388671875)","(-96.943359375, 28.4765625)"
1.04E+12,2110220.tif,"(-97.03125, 28.65234375)","(-96.943359375, 28.740234375)"
1.04E+12,2110200.tif,"(-97.03125, 28.4765625)","(-96.943359375, 28.564453125)"
1.04E+12,2110020.tif,"(-97.03125, 28.30078125)","(-96.943359375, 28.388671875)"
1.04E+12,2110223.tif,"(-96.943359375, 28.740234375)","(-96.85546875, 28.828125)"
1.04E+12,2112002.tif,"(-97.03125, 28.916015625)","(-96.943359375, 29.00390625)"
1030010071D49400,3022321.tif,"(-95.185546875, 30.76171875)","(-95.09765625, 30.849609375)"
1030010071D49400,3020213.tif,"(-95.361328125, 29.970703125)","(-95.2734375, 30.05859375)"
1030010071D49400,3022302.tif,"(-95.2734375, 30.673828125)","(-95.185546875, 30.76171875)"
1030010071D49400,3022101.tif,"(-95.185546875, 30.234375)","(-95.09765625, 30.322265625)"
1030010071D49400,3022122.tif,"(-95.2734375, 30.498046875)","(-95.185546875, 30.5859375)"
1030010071D49400,3022213.tif,"(-95.361328125, 30.673828125)","(-95.2734375, 30.76171875)"
1030010071D49400,3020323.tif,"(-95.185546875, 30.146484375)","(-95.09765625, 30.234375)"
1030010071D49400,3022303.tif,"(-95.185546875, 30.673828125)","(-95.09765625, 30.76171875)"
1030010071D49400,3022123.tif,"(-95.185546875, 30.498046875)","(-95.09765625, 30.5859375)"
1030010071D49400,3022130.tif,"(-95.09765625, 30.41015625)","(-95.009765625, 30.498046875)"
1030010071D49400,3020303.tif,"(-95.185546875, 29.970703125)","(-95.09765625, 30.05859375)"
1030010071D49400,3022323.tif,"(-95.185546875, 30.849609375)","(-95.09765625, 30.9375)"
1030010071D49400,3022121.tif,"(-95.185546875, 30.41015625)","(-95.09765625, 30.498046875)"
1030010071D49400,3022310.tif,"(-95.09765625, 30.5859375)","(-95.009765625, 30.673828125)"
1030010071D49400,3020211.tif,"(-95.361328125, 29.8828125)","(-95.2734375, 29.970703125)"
1030010071D49400,3022320.tif,"(-95.2734375, 30.76171875)","(-95.185546875, 30.849609375)"
1030010071D49400,3022033.tif,"(-95.361328125, 30.498046875)","(-95.2734375, 30.5859375)"
1030010071D49400,3200100.tif,"(-95.2734375, 30.9375)","(-95.185546875, 31.025390625)"
1030010071D49400,3200011.tif,"(-95.361328125, 30.9375)","(-95.2734375, 31.025390625)"
1030010071D49400,3022132.tif,"(-95.09765625, 30.498046875)","(-95.009765625, 30.5859375)"
1030010071D49400,3022112.tif,"(-95.09765625, 30.322265625)","(-95.009765625, 30.41015625)"
1030010071D49400,3022110.tif,"(-95.09765625, 30.234375)","(-95.009765625, 30.322265625)"
1030010071D49400,3020231.tif,"(-95.361328125, 30.05859375)","(-95.2734375, 30.146484375)"
1030010071D49400,3022322.tif,"(-95.2734375, 30.849609375)","(-95.185546875, 30.9375)"
1030010071D49400,3020330.tif,"(-95.09765625, 30.05859375)","(-95.009765625, 30.146484375)"
1030010071D49400,3020321.tif,"(-95.185546875, 30.05859375)","(-95.09765625, 30.146484375)"
1030010071D49400,3022301.tif,"(-95.185546875, 30.5859375)","(-95.09765625, 30.673828125)"
1030010071D49400,3022120.tif,"(-95.2734375, 30.41015625)","(-95.185546875, 30.498046875)"
1030010071D49400,3020302.tif,"(-95.2734375, 29.970703125)","(-95.185546875, 30.05859375)"
1030010071D49400,3022231.tif,"(-95.361328125, 30.76171875)","(-95.2734375, 30.849609375)"
1030010071D49400,3200101.tif,"(-95.185546875, 30.9375)","(-95.09765625, 31.025390625)"
1030010071D49400,3020312.tif,"(-95.09765625, 29.970703125)","(-95.009765625, 30.05859375)"
1030010071D49400,3022211.tif,"(-95.361328125, 30.5859375)","(-95.2734375, 30.673828125)"
1030010071D49400,3020320.tif,"(-95.2734375, 30.05859375)","(-95.185546875, 30.146484375)"
1030010071D49400,3022031.tif,"(-95.361328125, 30.41015625)","(-95.2734375, 30.498046875)"
1030010071D49400,3200110.tif,"(-95.09765625, 30.9375)","(-95.009765625, 31.025390625)"
1030010071D49400,3022300.tif,"(-95.2734375, 30.5859375)","(-95.185546875, 30.673828125)"
1030010071D49400,3020332.tif,"(-95.09765625, 30.146484375)","(-95.009765625, 30.234375)"
1030010071D49400,3022103.tif,"(-95.185546875, 30.322265625)","(-95.09765625, 30.41015625)"
1030010071D49400,3020300.tif,"(-95.2734375, 29.8828125)","(-95.185546875, 29.970703125)"
1030010071D49400,3022233.tif,"(-95.361328125, 30.849609375)","(-95.2734375, 30.9375)"
1030010071D49400,3022312.tif,"(-95.09765625, 30.673828125)","(-95.009765625, 30.76171875)"
1030010071D49400,3022330.tif,"(-95.09765625, 30.76171875)","(-95.009765625, 30.849609375)"
1030010071D49400,3022011.tif,"(-95.361328125, 30.234375)","(-95.2734375, 30.322265625)"
1030010071D49400,3022100.tif,"(-95.2734375, 30.234375)","(-95.185546875, 30.322265625)"
1030010071D49400,3020322.tif,"(-95.2734375, 30.146484375)","(-95.185546875, 30.234375)"
1030010071D49400,3020310.tif,"(-95.09765625, 29.8828125)","(-95.009765625, 29.970703125)"
1030010071D49400,3022332.tif,"(-95.09765625, 30.849609375)","(-95.009765625, 30.9375)"
1030010071D49400,3022013.tif,"(-95.361328125, 30.322265625)","(-95.2734375, 30.41015625)"
1030010071D49400,3022102.tif,"(-95.2734375, 30.322265625)","(-95.185546875, 30.41015625)"
1030010071D49400,3020233.tif,"(-95.361328125, 30.146484375)","(-95.2734375, 30.234375)"
1030010071D49400,3020301.tif,"(-95.185546875, 29.8828125)","(-95.09765625, 29.970703125)"
105001000B920900,3020230.tif,"(-95.44921875, 30.05859375)","(-95.361328125, 30.146484375)"
105001000B920900,3020213.tif,"(-95.361328125, 29.970703125)","(-95.2734375, 30.05859375)"
105001000B920900,3020122.tif,"(-95.2734375, 29.794921875)","(-95.185546875, 29.8828125)"
105001000B920900,3020010.tif,"(-95.44921875, 29.53125)","(-95.361328125, 29.619140625)"
105001000B920900,3020030.tif,"(-95.44921875, 29.70703125)","(-95.361328125, 29.794921875)"
