catalog_id,tif,minxy,maxxy
103001004F03B500,3002120.tif,"(-95.2734375, 29.00390625)","(-95.185546875, 29.091796875)"
103001004F03B500,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
103001004F03B500,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
103001004F03B500,3002211.tif,"(-95.361328125, 29.1796875)","(-95.2734375, 29.267578125)"
103001004F03B500,3002321.tif,"(-95.185546875, 29.35546875)","(-95.09765625, 29.443359375)"
103001004F03B500,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
103001004F03B500,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
103001004F03B500,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
103001004F03B500,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)"
103001004F03B500,3020301.tif,"(-95.185546875, 29.8828125)","(-95.09765625, 29.970703125)"
103001004F03B500,3020123.tif,"(-95.185546875, 29.794921875)","(-95.09765625, 29.8828125)"
105001000B95E200,3020313.tif,"(-95.009765625, 29.970703125)","(-94.921875, 30.05859375)"
105001000B95E200,3020230.tif,"(-95.44921875, 30.05859375)","(-95.361328125, 30.146484375)"
105001000B95E200,3020112.tif,"(-95.09765625, 29.619140625)","(-95.009765625, 29.70703125)"
105001000B95E200,3020213.tif,"(-95.361328125, 29.970703125)","(-95.2734375, 30.05859375)"
105001000B95E200,3020122.tif,"(-95.2734375, 29.794921875)","(-95.185546875, 29.8828125)"
105001000B95E200,3020010.tif,"(-95.44921875, 29.53125)","(-95.361328125, 29.619140625)"
105001000B95E200,3002313.tif,"(-95.009765625, 29.267578125)","(-94.921875, 29.35546875)"
105001000B95E200,3020311.tif,"(-95.009765625, 29.8828125)","(-94.921875, 29.970703125)"
105001000B95E200,3002213.tif,"(-95.361328125, 29.267578125)","(-95.2734375, 29.35546875)"
105001000B95E200,3020323.tif,"(-95.185546875, 30.146484375)","(-95.09765625, 30.234375)"
105001000B95E200,3020101.tif,"(-95.185546875, 29.53125)","(-95.09765625, 29.619140625)"
105001000B95E200,3002232.tif,"(-95.44921875, 29.443359375)","(-95.361328125, 29.53125)"
105001000B95E200,3002302.tif,"(-95.2734375, 29.267578125)","(-95.185546875, 29.35546875)"
105001000B95E200,3020303.tif,"(-95.185546875, 29.970703125)","(-95.09765625, 30.05859375)"
105001000B95E200,3020333.tif,"(-95.009765625, 30.146484375)","(-94.921875, 30.234375)"
105001000B95E200,3020030.tif,"(-95.44921875, 29.70703125)","(-95.361328125, 29.794921875)"
105001000B95E200,3002323.tif,"(-95.185546875, 29.443359375)","(-95.09765625, 29.53125)"
105001000B95E200,3020131.tif,"(-95.009765625, 29.70703125)","(-94.921875, 29.794921875)"
105001000B95E200,3020012.tif,"(-95.44921875, 29.619140625)","(-95.361328125, 29.70703125)"
105001000B95E200,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
105001000B95E200,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
105001000B95E200,3020110.tif,"(-95.09765625, 29.53125)","(-95.009765625, 29.619140625)"
105001000B95E200,3020211.tif,"(-95.361328125, 29.8828125)","(-95.2734375, 29.970703125)"
105001000B95E200,3020331.tif,"(-95.009765625, 30.05859375)","(-94.921875, 30.146484375)"
105001000B95E200,3020032.tif,"(-95.44921875, 29.794921875)","(-95.361328125, 29.8828125)"
105001000B95E200,3002332.tif,"(-95.09765625, 29.443359375)","(-95.009765625, 29.53125)"
105001000B95E200,3002333.tif,"(-95.009765625, 29.443359375)","(-94.921875, 29.53125)"
105001000B95E200,3002331.tif,"(-95.009765625, 29.35546875)","(-94.921875, 29.443359375)"
105001000B95E200,3020111.tif,"(-95.009765625, 29.53125)","(-94.921875, 29.619140625)"
105001000B95E200,3020231.tif,"(-95.361328125, 30.05859375)","(-95.2734375, 30.146484375)"
105001000B95E200,3020132.tif,"(-95.09765625, 29.794921875)","(-95.009765625, 29.8828125)"
105001000B95E200,3020330.tif,"(-95.09765625, 30.05859375)","(-95.009765625, 30.146484375)"
105001000B95E200,3020321.tif,"(-95.185546875, 30.05859375)","(-95.09765625, 30.146484375)"
105001000B95E200,3020210.tif,"(-95.44921875, 29.8828125)","(-95.361328125, 29.970703125)"
105001000B95E200,3002320.tif,"(-95.2734375, 29.35546875)","(-95.185546875, 29.443359375)"
105001000B95E200,3002212.tif,"(-95.44921875, 29.267578125)","(-95.361328125, 29.35546875)"
105001000B95E200,3002330.tif,"(-95.09765625, 29.35546875)","(-95.009765625, 29.443359375)"
105001000B95E200,3020302.tif,"(-95.2734375, 29.970703125)","(-95.185546875, 30.05859375)"
105001000B95E200,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)"
105001000B95E200,3020312.tif,"(-95.09765625, 29.970703125)","(-95.009765625, 30.05859375)"
105001000B95E200,3020320.tif,"(-95.2734375, 30.05859375)","(-95.185546875, 30.146484375)"
105001000B95E200,3002312.tif,"(-95.09765625, 29.267578125)","(-95.009765625, 29.35546875)"
105001000B95E200,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)"
105001000B95E200,3002303.tif,"(-95.185546875, 29.267578125)","(-95.09765625, 29.35546875)"
105001000B95E200,3020232.tif,"(-95.44921875, 30.146484375)","(-95.361328125, 30.234375)"
105001000B95E200,3020133.tif,"(-95.009765625, 29.794921875)","(-94.921875, 29.8828125)"
105001000B95E200,3020113.tif,"(-95.009765625, 29.619140625)","(-94.921875, 29.70703125)"
105001000B95E200,3002322.tif,"(-95.2734375, 29.443359375)","(-95.185546875, 29.53125)"
105001000B95E200,3020332.tif,"(-95.09765625, 30.146484375)","(-95.009765625, 30.234375)"
105001000B95E200,3020300.tif,"(-95.2734375, 29.8828125)","(-95.185546875, 29.970703125)"
105001000B95E200,3002230.tif,"(-95.44921875, 29.35546875)","(-95.361328125, 29.443359375)"
105001000B95E200,3020033.tif,"(-95.361328125, 29.794921875)","(-95.2734375, 29.8828125)"
105001000B95E200,3020121.tif,"(-95.185546875, 29.70703125)","(-95.09765625, 29.794921875)"
105001000B95E200,3020212.tif,"(-95.44921875, 29.970703125)","(-95.361328125, 30.05859375)"
105001000B95E200,3020100.tif,"(-95.2734375, 29.53125)","(-95.185546875, 29.619140625)"
105001000B95E200,3020322.tif,"(-95.2734375, 30.146484375)","(-95.185546875, 30.234375)"
105001000B95E200,3020310.tif,"(-95.09765625, 29.8828125)","(-95.009765625, 29.970703125)"
105001000B95E200,3020130.tif,"(-95.09765625, 29.70703125)","(-95.009765625, 29.794921875)"
105001000B95E200,3002321.tif,"(-95.185546875, 29.35546875)","(-95.09765625, 29.443359375)"
105001000B95E200,3020102.tif,"(-95.2734375, 29.619140625)","(-95.185546875, 29.70703125)"
105001000B95E200,3020120.tif,"(-95.2734375, 29.70703125)","(-95.185546875, 29.794921875)"
105001000B95E200,3020233.tif,"(-95.361328125, 30.146484375)","(-95.2734375, 30.234375)"
105001000B95E200,3020103.tif,"(-95.185546875, 29.619140625)","(-95.09765625, 29.70703125)"
105001000B95E200,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)"
105001000B95E200,3020301.tif,"(-95.185546875, 29.8828125)","(-95.09765625, 29.970703125)"
105001000B95E200,3020123.tif,"(-95.185546875, 29.794921875)","(-95.09765625, 29.8828125)"
10300100646E2700,3020230.tif,"(-95.44921875, 30.05859375)","(-95.361328125, 30.146484375)"
10300100646E2700,3002221.tif,"(-95.537109375, 29.35546875)","(-95.44921875, 29.443359375)"
10300100646E2700,3020213.tif,"(-95.361328125, 29.970703125)","(-95.2734375, 30.05859375)"
10300100646E2700,3020223.tif,"(-95.537109375, 30.146484375)","(-95.44921875, 30.234375)"
10300100646E2700,3020010.tif,"(-95.44921875, 29.53125)","(-95.361328125, 29.619140625)"
10300100646E2700,3020023.tif,"(-95.537109375, 29.794921875)","(-95.44921875, 29.8828125)"
10300100646E2700,3002232.tif,"(-95.44921875, 29.443359375)","(-95.361328125, 29.53125)"
10300100646E2700,3022001.tif,"(-95.537109375, 30.234375)","(-95.44921875, 30.322265625)"
10300100646E2700,3020030.tif,"(-95.44921875, 29.70703125)","(-95.361328125, 29.794921875)"
10300100646E2700,3020221.tif,"(-95.537109375, 30.05859375)","(-95.44921875, 30.146484375)"
10300100646E2700,3020012.tif,"(-95.44921875, 29.619140625)","(-95.361328125, 29.70703125)"
10300100646E2700,3020003.tif,"(-95.537109375, 29.619140625)","(-95.44921875, 29.70703125)"
10300100646E2700,3020031.tif,"(-95.361328125, 29.70703125)","(-95.2734375, 29.794921875)"
10300100646E2700,3020013.tif,"(-95.361328125, 29.619140625)","(-95.2734375, 29.70703125)"
10300100646E2700,3020203.tif,"(-95.537109375, 29.970703125)","(-95.44921875, 30.05859375)"
10300100646E2700,3020211.tif,"(-95.361328125, 29.8828125)","(-95.2734375, 29.970703125)"
10300100646E2700,3020032.tif,"(-95.44921875, 29.794921875)","(-95.361328125, 29.8828125)"
10300100646E2700,3020231.tif,"(-95.361328125, 30.05859375)","(-95.2734375, 30.146484375)"
10300100646E2700,3020210.tif,"(-95.44921875, 29.8828125)","(-95.361328125, 29.970703125)"
10300100646E2700,3020011.tif,"(-95.361328125, 29.53125)","(-95.2734375, 29.619140625)"
10300100646E2700,3020021.tif,"(-95.537109375, 29.70703125)","(-95.44921875, 29.794921875)"
10300100646E2700,3002223.tif,"(-95.537109375, 29.443359375)","(-95.44921875, 29.53125)"
10300100646E2700,3002231.tif,"(-95.361328125, 29.35546875)","(-95.2734375, 29.443359375)"
10300100646E2700,3020232.tif,"(-95.44921875, 30.146484375)","(-95.361328125, 30.234375)"
10300100646E2700,3002230.tif,"(-95.44921875, 29.35546875)","(-95.361328125, 29.443359375)"
10300100646E2700,3020033.tif,"(-95.361328125, 29.794921875)","(-95.2734375, 29.8828125)"
10300100646E2700,3022010.tif,"(-95.44921875, 30.234375)","(-95.361328125, 30.322265625)"
10300100646E2700,3020212.tif,"(-95.44921875, 29.970703125)","(-95.361328125, 30.05859375)"
10300100646E2700,3022011.tif,"(-95.361328125, 30.234375)","(-95.2734375, 30.322265625)"
10300100646E2700,3020201.tif,"(-95.537109375, 29.8828125)","(-95.44921875, 29.970703125)"
10300100646E2700,3020001.tif,"(-95.537109375, 29.53125)","(-95.44921875, 29.619140625)"
10300100646E2700,3020233.tif,"(-95.361328125, 30.146484375)","(-95.2734375, 30.234375)"
10300100646E2700,3002233.tif,"(-95.361328125, 29.443359375)","(-95.2734375, 29.53125)"
